property_uid,source,source_listing_id,url,colonia,alcaldia,price_mxn,area_m2,bedrooms,bathrooms,parking,floor,has_elevator,year_built,lat,lon,is_new_development,is_recovery,recovery_flags,first_seen,last_seen,price_per_m2,gross_yield,gross_yield_lo,gross_yield_hi,cap_rate,grm,discount_vs_colonia,rent_hat,rent_source,suspicious_cheap
a485166de9624450,mudafy,12686960,https://mudafy.com.mx/propiedades/bahia-del-espiritu-santo-departamento-en-venta-308794,Verónica Anzúres,Cuauhtémoc,3800000,78.0,2,2.0,0,,,,19.4378924,-99.1746794,False,False,,2026-06-08,2026-06-08,48717.95,0.1251,0.0642,0.2435,0.0993,8.0,0.0,39601.12,hedonic,False
394245563258c456,mudafy,9974116,https://mudafy.com.mx/propiedades/fresnos-departamento-en-venta-104977,,Cuauhtémoc,3135000,58.97,2,1.0,0,,,,19.3486039,-99.2255263,False,False,,2026-06-08,2026-06-08,53162.63,0.1314,0.0675,0.2559,0.1039,7.61,-0.0805,34340.14,hedonic,False
548bfe58db495412,mudafy,903250,https://mudafy.com.mx/propiedades/calz-melchor-ocampo-departamento-en-venta-355078,,Cuauhtémoc,4608900,79.0,2,2.0,0,,,,19.42878,-99.174454,False,False,,2026-06-08,2026-06-08,58340.51,0.1038,0.0533,0.2022,0.0808,9.63,0.0091,39882.48,hedonic,False
d04be4f3b658b102,mudafy,11927147,https://mudafy.com.mx/propiedades/navarra-departamento-en-venta-897278,,Cuauhtémoc,5700000,167.0,2,2.0,0,,,,19.3949738,-99.1455475,False,False,,2026-06-08,2026-06-08,34131.74,0.1273,0.0654,0.2478,0.1034,7.86,-0.4096,60457.79,hedonic,False
c4bd49aa7cff97c3,mudafy,373886,https://mudafy.com.mx/propiedades/prolongacion-paseo-de-la-reforma-departamento-en-venta-404834,,Cuauhtémoc,4273412,72.15,2,2.0,0,,,,19.3770142,-99.2587179,False,False,,2026-06-08,2026-06-08,59229.55,0.1065,0.0547,0.2073,0.0828,9.39,0.0245,37921.94,hedonic,False
164f264ed45fa7c4,mudafy,8974003,https://mudafy.com.mx/propiedades/lago-andromaco-departamento-en-venta-081557,,Cuauhtémoc,5900000,103.0,3,2.0,0,,,,19.4431346,-99.2007312,False,False,,2026-06-08,2026-06-08,57281.55,0.0933,0.0479,0.1817,0.0722,10.72,-0.0092,45869.37,hedonic,False
fa8700f691262052,mudafy,8936167,https://mudafy.com.mx/propiedades/avenida-paseo-de-la-reforma-400-departamento-en-venta-039492,,Cuauhtémoc,4950000,89.0,2,2.0,0,,,,19.3767475,-99.25884,False,False,,2026-06-08,2026-06-08,55617.98,0.1033,0.0531,0.2012,0.0807,9.68,-0.038,42613.74,hedonic,False
4760f500f59e3443,mudafy,2572277,https://mudafy.com.mx/propiedades/laguna-de-tamiahua-158-departamento-en-venta-295817,,Cuauhtémoc,5463000,95.16,3,2.0,0,,,,19.458678,-99.185155,False,False,,2026-06-08,2026-06-08,57408.58,0.0964,0.0495,0.1877,0.0747,10.37,-0.007,43894.93,hedonic,False
eb28c54918f8661e,mudafy,12979653,https://mudafy.com.mx/propiedades/narvarte-poniente-ciudad-de-mexico-cdmx-mexico-departamento-en-venta-918211,Narvarte,Cuauhtémoc,5880000,105.0,2,2.0,0,,,,19.3923907,-99.1580693,False,False,,2026-06-08,2026-06-08,56000.0,0.0953,0.049,0.1856,0.074,10.49,0.0,46714.59,hedonic,False
a752a117f38f4e1f,mudafy,10459256,https://mudafy.com.mx/propiedades/boulevard-adolfo-lopez-mateos-departamento-en-venta-234819,,Cuauhtémoc,3900000,52.0,1,1.0,0,,,,19.3677573,-99.1914299,False,False,,2026-06-08,2026-06-08,75000.0,0.0993,0.051,0.1933,0.0757,10.07,0.2973,32264.91,hedonic,False
