property_uid,source,source_listing_id,url,colonia,alcaldia,price_mxn,area_m2,bedrooms,bathrooms,parking,floor,has_elevator,year_built,lat,lon,is_new_development,is_recovery,recovery_flags,first_seen,last_seen,price_per_m2,gross_yield,gross_yield_lo,gross_yield_hi,cap_rate,grm,discount_vs_colonia,rent_hat,rent_source,suspicious_cheap
ec6518f6e8651d5e,vivanuncios,150141458,https://www.vivanuncios.com.mx/a-venta-departamento/playa-del-carmen/departamento-en-venta-en-playa-del-carmen/150141458?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=2,Playa del Carmen,Solidaridad,3323250,91,2,2,1,,,,,,False,False,,2026-06-09,2026-06-09,36519.23,0.1558,0.08,0.3033,0.1268,6.42,-0.2569,43143.31,hedonic,False
f53679ecdda416bb,vivanuncios,149610055,https://www.vivanuncios.com.mx/d-desarrollo-r-r-conexion-inmobiliaria/149610055?n_src=Listado&n_pg=1&n_pos=3,Joaquín Zetina Gasca,Puerto Morelos,1951399,104,2,1,0,,,,,,True,False,,2026-06-09,2026-06-09,18763.45,0.2895,0.1487,0.5636,0.2452,3.45,0.0,47069.69,hedonic,False
94414bc5afebc66a,vivanuncios,150141423,https://www.vivanuncios.com.mx/a-venta-departamento/aldea-zama/departamento-en-venta-en-tulum/150141423?n_src=Listado&n_pills=Alberca&n_pg=1&n_pos=4,Aldea Zama,Tulum,2854000,56,1,1,1,,,,,,False,False,,2026-06-09,2026-06-09,50964.29,0.1414,0.0726,0.2753,0.1123,7.07,0.0,33621.51,hedonic,False
7180c0a856b1a1f0,vivanuncios,149620786,https://www.vivanuncios.com.mx/a-venta-departamento/portales-sur/departamento-en-venta-en-portales/149620786?n_src=Listado&n_pg=1&n_pos=9,Portales Sur,Benito Juárez,3300000,84,3,1,0,,,,19.3613161,-99.1501101,False,False,,2026-06-09,2026-06-09,39285.71,0.1509,0.0775,0.2937,0.1222,6.63,0.0,41486.3,hedonic,False
d5262d15011feb88,vivanuncios,148879638,https://www.vivanuncios.com.mx/a-venta-departamento/bali/en-venta-casa-nueva-de-3-recamaras-en-playa-del-carmen-zona-residencial-sur/148879638?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=13,Bali,Solidaridad,5700000,101,3,3,2,,,,,,False,False,,2026-06-09,2026-06-09,56435.64,0.0943,0.0484,0.1836,0.073,10.6,0.0,44791.08,hedonic,False
f13483e71f34bff9,vivanuncios,146681376,https://www.vivanuncios.com.mx/a-venta-departamento/alfredo-v-bonfil/departamentos-en-venta-en-en-el-corazon-de-cancun-zenit/146681376?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=14,Alfredo V. Bonfil,Cancún,3190425,73,1,1,0,,,,,,False,False,,2026-06-09,2026-06-09,43704.45,0.1465,0.0753,0.2853,0.118,6.82,0.0,38958.66,hedonic,False
950534644665b8c3,vivanuncios,143041433,https://www.vivanuncios.com.mx/a-venta-departamento/residencial-lago-esmeralda/departamento-en-preventa-en-lago-esmeralda/143041433?n_src=Listado&n_pills=%C3%81rea+de+juegos+infantiles&n_pg=1&n_pos=15,Residencial Lago Esmeralda,Atizapán de Zaragoza,3950700,92,3,2,2,,,,,,False,False,,2026-06-09,2026-06-09,42942.39,0.1308,0.0672,0.2548,0.1049,7.64,0.0,43078.77,hedonic,False
302868b8396d4717,vivanuncios,150141430,https://www.vivanuncios.com.mx/a-venta-departamento/playa-del-carmen/departamento-en-venta-en-playa-del-carmen/150141430?n_src=Listado&n_pills=Aire+acondicionado&n_pg=1&n_pos=18,Playa del Carmen,Solidaridad,2100000,34,0,1,0,,,,,,False,False,,2026-06-09,2026-06-09,61764.71,0.1445,0.0742,0.2814,0.1123,6.92,0.2569,25286.69,hedonic,False
60a2de8d797878bc,vivanuncios,149737001,https://www.vivanuncios.com.mx/a-venta-departamento/benito-juarez/departamento-en-cancun-de-2-habitaciones-credito-infonavit-y-fovissste/149737001?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=20,Benito Juárez,Bacalar,1229999,60,2,1,1,,,,,,False,False,,2026-06-09,2026-06-09,20499.98,0.3383,0.1737,0.6587,0.2833,2.96,0.0,34672.2,hedonic,False
53324821939e8923,vivanuncios,148687603,https://www.vivanuncios.com.mx/a-venta-departamento/barrio-santiago-mixquitla/departamentos-en-venta-en-torre-mixquitla-zona-forjadores/148687603?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=1&n_pos=25,Barrio Santiago Mixquitla,San Pedro Cholula,2299750,91,2,1,1,,,,,,False,False,,2026-06-09,2026-06-09,25271.98,0.228,0.1171,0.444,0.1904,4.39,0.0,43703.07,hedonic,False
