property_uid,source,source_listing_id,url,colonia,alcaldia,price_mxn,area_m2,bedrooms,bathrooms,parking,floor,has_elevator,year_built,lat,lon,is_new_development,is_recovery,recovery_flags,first_seen,last_seen,price_per_m2,gross_yield,gross_yield_lo,gross_yield_hi,cap_rate,grm,discount_vs_colonia,rent_hat,rent_source,suspicious_cheap
45bbf44d304f745a,vivanuncios,149867020,https://www.vivanuncios.com.mx/d-desarrollo-imobilem/149867020?n_src=Listado&n_pg=1&n_pos=1,Del Paseo Residencial,Monterrey,5800000,90,3,0.0,0,,,,,,True,False,,2026-06-13,2026-06-13,64444.44,0.0892,0.0458,0.1737,0.0683,11.21,0.0,43107.91,hedonic,False
3573f6ea185afae2,vivanuncios,149849618,https://www.vivanuncios.com.mx/d-desarrollo-evicka/149849618?n_src=Listado&n_pg=1&n_pos=3,Zona Valle Poniente,San Pedro Garza García,5500000,184,3,0.0,0,,,,,,False,False,,2026-06-13,2026-06-13,29891.3,0.14,0.0719,0.2725,0.115,7.15,0.0,64144.69,hedonic,False
1324cb1ebd72871e,vivanuncios,144424664,https://www.vivanuncios.com.mx/a-venta-departamento/coba/departamento-en-venta-la-veleta-tulum/144424664?n_src=Listado&n_pills=Jard%C3%ADn+privado&n_pg=1&n_pos=7,Coba,Tulum,3167518,79,1,0.0,1,,,,,,False,False,,2026-06-13,2026-06-13,40095.16,0.1542,0.0792,0.3003,0.125,6.48,0.0,40706.97,hedonic,False
4eb686e47122e43d,vivanuncios,150188683,https://www.vivanuncios.com.mx/a-venta-departamento/temozon-norte/tribu:-departamento-en-venta-en-temozon-norte/150188683?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=10,Temozón Norte,Mérida,2700000,69,1,1,1,,,,,,False,False,,2026-06-13,2026-06-13,39130.43,0.1678,0.0862,0.3268,0.1363,5.96,0.0,37757.44,hedonic,False
3e520a8a2b330315,vivanuncios,146348952,https://www.vivanuncios.com.mx/a-venta-departamento/jesus-del-monte/departamento-en-venta-en-jesus-del-monte/146348952?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=11,Jesús del Monte,Huixquilucan,5600000,166,3,1,2,,,,19.3693476,-99.2977738,False,False,,2026-06-13,2026-06-13,33734.94,0.1298,0.0667,0.2528,0.1057,7.7,0.0,60577.74,hedonic,False
63f90bdc158522ab,vivanuncios,149574766,https://www.vivanuncios.com.mx/a-venta-departamento/playa-del-carmen/departamento-de-2-recamaras-en-playa-del-carmen-cerca-de-plaza-centro-maya-entrega-inmediata/149574766?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=1&n_pos=24,Playa del Carmen,Solidaridad,1948988,65,2,2,1,,,,,,False,False,,2026-06-13,2026-06-13,29984.43,0.2203,0.1132,0.429,0.1814,4.54,0.0,35785.09,hedonic,False
fffc9b6c389b6342,vivanuncios,148141716,https://www.vivanuncios.com.mx/a-venta-departamento/juriquilla/venta-departamento-juriquilla-fracc-ecologico-la-rica/148141716?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=26,Juriquilla,Querétaro,4450000,140,2,2,2,,,,,,False,False,,2026-06-13,2026-06-13,31785.71,0.1478,0.0759,0.2878,0.1212,6.77,0.0,54813.54,hedonic,False
f458d5c67c989533,mudafy,903250,https://mudafy.com.mx/propiedades/circuito-interior-melchor-ocampo-departamento-en-venta-275430,San Rafael,Cuauhtémoc,4608900,79.0,2,2.0,0,,,,19.4394622,-99.1673967,False,False,,2026-06-13,2026-06-13,58340.51,0.0516,0.0265,0.1004,0.0326,19.39,-0.0028,19808.56,hedonic,False
394245563258c456,mudafy,9974116,https://mudafy.com.mx/propiedades/fresnos-departamento-en-venta-104977,,Cuauhtémoc,3135000,58.97,2,1.0,0,,,,19.3486039,-99.2255263,False,False,,2026-06-13,2026-06-13,53162.63,0.1314,0.0675,0.2559,0.1039,7.61,-0.0729,34340.14,hedonic,False
c4bd49aa7cff97c3,mudafy,373886,https://mudafy.com.mx/propiedades/prolongacion-paseo-de-la-reforma-departamento-en-venta-404834,,Cuauhtémoc,4273412,72.15,2,2.0,0,,,,19.3770142,-99.2587179,False,False,,2026-06-13,2026-06-13,59229.55,0.1065,0.0547,0.2073,0.0828,9.39,0.0329,37921.94,hedonic,False
