property_uid,source,source_listing_id,url,colonia,alcaldia,price_mxn,area_m2,bedrooms,bathrooms,parking,floor,has_elevator,year_built,lat,lon,is_new_development,is_recovery,recovery_flags,first_seen,last_seen,price_per_m2,gross_yield,gross_yield_lo,gross_yield_hi,cap_rate,grm,discount_vs_colonia,rent_hat,rent_source,suspicious_cheap
01b3c8ac53b54bab,vivanuncios,150188713,https://www.vivanuncios.com.mx/a-venta-departamento/temozon-norte/departamento-en-venta-en-temozon-norte/150188713?n_src=Listado&n_pills=Alberca&n_pg=1&n_pos=4,Temozón Norte,Mérida,2290000,70,1,1,1,,,,,,False,False,,2026-07-21,2026-07-21,32714.29,0.1933,0.0871,0.4289,0.1582,5.17,0.0,36885.65,hedonic,False
2aebf886ef4024d0,vivanuncios,150493360,https://www.vivanuncios.com.mx/a-venta-departamento/ajusco/venta-de-departamento-en-coyoacan/150493360?n_src=Listado&n_pills=Escuelas+cercanas&n_pg=1&n_pos=7,Ajusco,Coyoacán,3165875,66,3,1,1,,True,,19.3136827,-99.1618114,False,False,,2026-07-21,2026-07-21,47967.8,0.1283,0.0578,0.2847,0.1011,7.79,0.0,33851.24,hedonic,False
13909085039803b2,vivanuncios,148299109,https://www.vivanuncios.com.mx/a-venta-departamento/cuautlancingo/departamento-en-venta-en-cuautlancingo-puebla-con-amenidades/148299109?n_src=Listado&n_pills=Seguridad+privada&n_pg=1&n_pos=13,Cuautlancingo,Cuautlancingo,1650000,70,2,2,1,,,,,,False,False,,2026-07-21,2026-07-21,23571.43,0.2627,0.1184,0.5829,0.2184,3.81,0.0,36120.89,hedonic,False
d46cd9fb1959fcf3,vivanuncios,148290180,https://www.vivanuncios.com.mx/a-venta-departamento/tulum/departamento-en-tulum-de-1-habitacion-con-jacuzzi-privado-entrega-inmediata/148290180?n_src=Listado&n_pills=Seguridad+privada&n_pg=1&n_pos=15,Tulum,Tulum,1859358,68,1,1,1,,,,,,False,False,,2026-07-21,2026-07-21,27343.5,0.2341,0.1055,0.5194,0.1935,4.27,-0.3843,36268.76,hedonic,False
d9ec6955d49c6a43,vivanuncios,149695966,https://www.vivanuncios.com.mx/a-venta-departamento/supermanzana-24/departamento-en-venta-y-renta-en-cancun-dos-recamaras-amueblado-con-alberca-supermanzana-24/149695966?n_src=Listado&n_pills=Aire+acondicionado&n_pg=1&n_pos=18,Supermanzana 24,Cancún,1950000,76,2,2,1,,,,,,False,False,,2026-07-21,2026-07-21,25657.89,0.2332,0.1051,0.5174,0.1933,4.29,0.0,37891.23,hedonic,False
74e3cf5c9d82d3a4,vivanuncios,148526435,https://www.vivanuncios.com.mx/a-venta-departamento/espiritu-santo/departamento-jilotzingo-con-excelentes-acabos-y-amenidades-pregunta-promo-crucero-royal-caribbean/148526435?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=19,Espíritu Santo,Jilotzingo,4725000,135,3,2,2,,True,,,,False,False,,2026-07-21,2026-07-21,35000.0,0.131,0.059,0.2907,0.106,7.63,0.0,51583.21,hedonic,False
62c22adb49af168a,vivanuncios,150081388,https://www.vivanuncios.com.mx/a-venta-departamento/bello-horizonte/departamento-en-venta-recta-a-cholula/150081388?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=20,Bello Horizonte,Puebla,2800000,121,0,2,1,,,,,,True,False,,2026-07-21,2026-07-21,23140.5,0.2129,0.0959,0.4723,0.1782,4.7,0.0,49665.05,hedonic,False
f602f0db96303ef9,vivanuncios,149086821,https://www.vivanuncios.com.mx/a-venta-departamento/cancun/departamento-en-venta-en-cancun-quintana-roo/149086821?n_src=Listado&n_pills=Seguridad+privada&n_pg=1&n_pos=21,Cancún,Benito Juárez,3907000,61,1,1,1,,,,,,False,False,,2026-07-21,2026-07-21,64049.18,0.1046,0.0471,0.232,0.0806,9.56,0.0,34047.31,hedonic,False
2b649ea1b930b61b,vivanuncios,146583055,https://www.vivanuncios.com.mx/a-venta-departamento/residencial-el-refugio/departamento-en-venta-en-natuur-el-refugio/146583055?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=1&n_pos=22,Residencial El Refugio,Querétaro,2000000,67,1,1,2,5,,,,,False,False,,2026-07-21,2026-07-21,29850.75,0.2157,0.0972,0.4787,0.1775,4.64,0.0,35957.48,hedonic,False
b78e6c27830bf861,vivanuncios,147764372,https://www.vivanuncios.com.mx/a-venta-departamento/independencia/departamento-exterior-en-independencia/147764372?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=25,Independencia,Benito Juárez,4570062,73,2,2,1,,,,19.3787903,-99.1481596,False,False,,2026-07-21,2026-07-21,62603.59,0.0972,0.0438,0.2157,0.0746,10.29,0.0,37013.67,hedonic,False
