property_uid,source,source_listing_id,url,colonia,alcaldia,price_mxn,area_m2,bedrooms,bathrooms,parking,floor,has_elevator,year_built,lat,lon,is_new_development,is_recovery,recovery_flags,first_seen,last_seen,price_per_m2,gross_yield,gross_yield_lo,gross_yield_hi,cap_rate,grm,discount_vs_colonia,rent_hat,rent_source,suspicious_cheap
7f007d73bd11c0a7,mudafy,14263914,https://mudafy.com.mx/propiedades/avenida-insurgentes-centro-0-departamento-en-venta-203313,,Cuauhtémoc,3000000,37.0,1,1.0,0,,,,19.4385591,-99.1559855,False,False,,2026-09-03,2026-09-03,81081.08,0.1126,0.0579,0.219,0.0862,8.88,0.2447,28145.87,hedonic,False
f458d5c67c989533,mudafy,903250,https://mudafy.com.mx/propiedades/circuito-interior-melchor-ocampo-departamento-en-venta-275430,San Rafael,Cuauhtémoc,4608900,79.0,2,2.0,0,,,,19.4394622,-99.1673967,False,False,,2026-09-03,2026-09-03,58340.51,0.1071,0.055,0.2083,0.0838,9.34,-0.0056,41122.74,hedonic,False
7159af7276ca7286,mudafy,373886,https://mudafy.com.mx/propiedades/prolongacion-paseo-de-la-reforma-489-santa-fe-zedec-santa-fe-ciudad-d-departamento-en-venta-587537,,Cuauhtémoc,4560000,70.0,1,1.0,0,,,,19.3770142,-99.2587179,False,False,,2026-09-03,2026-09-03,65142.86,0.1039,0.0534,0.2022,0.0808,9.62,0.0,39491.27,hedonic,False
56448068077e6087,mudafy,14179676,https://mudafy.com.mx/propiedades/calle-lago-guija-100-departamento-en-venta-087954,,Cuauhtémoc,3990000,100.0,2,2.0,0,,,,19.459138,-99.1944199,False,False,,2026-09-03,2026-09-03,39900.0,0.1402,0.0721,0.2727,0.1136,7.13,-0.3875,46608.19,hedonic,False
fa8700f691262052,mudafy,8936167,https://mudafy.com.mx/propiedades/avenida-paseo-de-la-reforma-400-departamento-en-venta-039492,,Cuauhtémoc,5215000,89.0,2,2.0,0,,,,19.3767475,-99.25884,False,False,,2026-09-03,2026-09-03,58595.51,0.1008,0.0518,0.1961,0.0786,9.92,-0.1005,43810.52,hedonic,False
219f473ad0f239b2,mudafy,10546017,https://mudafy.com.mx/propiedades/lago-neuchatel-7-granada-ciudad-de-mexico-cdmx-mexico-departamento-en-venta-960914,,Cuauhtémoc,5928259,67.17,2,2.0,0,,,,19.4420241,-99.2012798,False,False,,2026-09-03,2026-09-03,88257.54,0.0764,0.0393,0.1486,0.0566,13.09,0.3548,37727.52,hedonic,False
982ea7f4bcd0555c,mudafy,12982034,https://mudafy.com.mx/propiedades/cerrada-claudio-arciniega-0-departamento-en-venta-767920,,Cuauhtémoc,4880000,101.0,2,2.0,0,,,,19.3677374,-99.1894874,False,False,,2026-09-03,2026-09-03,48316.83,0.1152,0.0592,0.2241,0.0916,8.68,-0.2583,46855.2,hedonic,False
5caeddfb6e1d472d,mudafy,759822,https://mudafy.com.mx/propiedades/boulevard-adolfo-lopez-mateos-2020-los-alpes-ciudad-de-mexico-cdmx-me-departamento-en-venta-057412,,Cuauhtémoc,5090333,81.42,1,1.0,0,,,,19.3576688,-99.1952096,False,False,,2026-09-03,2026-09-03,62519.44,0.1009,0.0519,0.1963,0.0785,9.91,-0.0403,42792.26,hedonic,False
93d8578b4c18b8d3,mudafy,12507508,https://mudafy.com.mx/propiedades/calzada-melchor-ocampo-departamento-en-venta-059327,,Cuauhtémoc,6000000,92.0,2,2.0,0,,,,19.4288893,-99.1744417,False,False,,2026-09-03,2026-09-03,65217.39,0.0892,0.0458,0.1735,0.0684,11.21,0.0011,44588.87,hedonic,False
e5751a720a0891bf,mudafy,6017541,https://mudafy.com.mx/propiedades/calle-moctezuma-departamento-en-venta-313354,,Cuauhtémoc,2700000,80.0,2,1.0,0,,,,19.3592037,-99.2486171,False,False,,2026-09-03,2026-09-03,33750.0,0.1868,0.096,0.3634,0.1538,5.35,-0.4819,42035.11,hedonic,False
