property_uid,source,source_listing_id,url,colonia,alcaldia,price_mxn,area_m2,bedrooms,bathrooms,parking,floor,has_elevator,year_built,lat,lon,is_new_development,is_recovery,recovery_flags,first_seen,last_seen,price_per_m2,gross_yield,gross_yield_lo,gross_yield_hi,cap_rate,grm,discount_vs_colonia,rent_hat,rent_source,suspicious_cheap
7f007d73bd11c0a7,mudafy,14263914,https://mudafy.com.mx/propiedades/avenida-insurgentes-centro-0-departamento-en-venta-203313,,Cuauhtémoc,3190000,37.0,1,1.0,0,,,,19.4385591,-99.1559855,False,False,,2026-08-10,2026-08-10,86216.22,0.1002,0.0501,0.2004,0.0752,9.98,0.4478,26630.06,hedonic,False
56448068077e6087,mudafy,14179676,https://mudafy.com.mx/propiedades/calle-lago-guija-100-departamento-en-venta-087954,,Cuauhtémoc,3990000,100.0,2,2.0,0,,,,19.459138,-99.1944199,False,False,,2026-08-10,2026-08-10,39900.0,0.1433,0.0716,0.2868,0.1165,6.98,-0.33,47660.1,hedonic,False
fa8700f691262052,mudafy,8936167,https://mudafy.com.mx/propiedades/avenida-paseo-de-la-reforma-400-departamento-en-venta-039492,,Cuauhtémoc,4950000,89.0,2,2.0,0,,,,19.3767475,-99.25884,False,False,,2026-08-10,2026-08-10,55617.98,0.1081,0.054,0.2164,0.0851,9.25,-0.066,44605.67,hedonic,False
f458d5c67c989533,mudafy,903250,https://mudafy.com.mx/propiedades/circuito-interior-melchor-ocampo-departamento-en-venta-275430,San Rafael,Cuauhtémoc,4608900,79.0,2,2.0,0,,,,19.4394622,-99.1673967,False,False,,2026-08-10,2026-08-10,58340.51,0.1085,0.0542,0.2172,0.0851,9.21,-0.0028,41684.05,hedonic,False
c4bd49aa7cff97c3,mudafy,373886,https://mudafy.com.mx/propiedades/prolongacion-paseo-de-la-reforma-departamento-en-venta-404834,,Cuauhtémoc,4273412,72.15,2,2.0,0,,,,19.3770142,-99.2587179,False,False,,2026-08-10,2026-08-10,59229.55,0.1112,0.0556,0.2224,0.0872,9.0,-0.0054,39589.65,hedonic,False
219f473ad0f239b2,mudafy,10546017,https://mudafy.com.mx/propiedades/lago-neuchatel-7-granada-ciudad-de-mexico-cdmx-mexico-departamento-en-venta-960914,,Cuauhtémoc,5928259,67.17,2,2.0,0,,,,19.4420241,-99.2012798,False,False,,2026-08-10,2026-08-10,88257.54,0.0769,0.0385,0.154,0.0571,13.0,0.4821,38012.61,hedonic,False
982ea7f4bcd0555c,mudafy,12982034,https://mudafy.com.mx/propiedades/cerrada-claudio-arciniega-0-departamento-en-venta-767920,,Cuauhtémoc,4880000,101.0,2,2.0,0,,,,19.3677374,-99.1894874,False,False,,2026-08-10,2026-08-10,48316.83,0.1179,0.0589,0.2358,0.094,8.48,-0.1886,47930.41,hedonic,False
a752a117f38f4e1f,mudafy,10459256,https://mudafy.com.mx/propiedades/boulevard-adolfo-lopez-mateos-departamento-en-venta-234819,,Cuauhtémoc,3600000,52.0,1,1.0,0,,,,19.3677573,-99.1914299,False,False,,2026-08-10,2026-08-10,69230.77,0.1077,0.0538,0.2155,0.083,9.28,0.1626,32312.99,hedonic,False
164f264ed45fa7c4,mudafy,8974003,https://mudafy.com.mx/propiedades/lago-andromaco-departamento-en-venta-081557,,Cuauhtémoc,5900000,103.0,3,2.0,0,,,,19.4431346,-99.2007312,False,False,,2026-08-10,2026-08-10,57281.55,0.097,0.0485,0.1942,0.0756,10.3,-0.0381,47711.9,hedonic,False
93d8578b4c18b8d3,mudafy,12507508,https://mudafy.com.mx/propiedades/calzada-melchor-ocampo-departamento-en-venta-059327,,Cuauhtémoc,6000000,92.0,2,2.0,0,,,,19.4288893,-99.1744417,False,False,,2026-08-10,2026-08-10,65217.39,0.0909,0.0454,0.1819,0.07,11.0,0.0952,45454.12,hedonic,False
